x,y,Potential,Electrons,Holes
0.863295403629976,0.05,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.1,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.15000000000000002,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.2,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.25,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.3,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.35,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.39999999999999997,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.44999999999999996,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.863295403629976,0.5,-0.35764323589921576,9999.999999995764,1.000000000001e+16
0.8784147812610881,0.0,-0.35764323589921576,10000.000000012968,1.000000000001e+16
0.8784147812610881,0.05,-0.35764323589921576,10000.000000012968,1.000000000001e+16
0.8784147812610881,0.1,-0.35764323589921576,10000.000000012968,1.000000000001e+16
0.8784147812610881,0.15000000000000002,-0.35764323589921576,10000.000000012968,1.000000000001e+16
0.8784147812610881,0.2,-0.35764323589921576,10000.000000012968,1.000000000001e+16
0.8784147812610881,0.25,-0.35764323589921576,10000.000000012968,1.000000000001e+16
0.8784147812610881,0.3,-0.35764323589921576,10000.000000012968,1.000000000001e+16
